claim_id,file_path,start_offset,end_offset,sentence,context_left,context_right
05bf20973f14c121aa388731795bea2d666ad6de,Interpretable EEG biomarkers for neurological disease models in mice using bag-of-waves classifiers.txt,74883,74938,could possibly be artifacts or be associated with slow,out in DBA2 strain (DBA2Het) in Fold 0 (figure 8) ,"waves associated with wake/sleep cycles [56, 57] a"
05058e3a5babda804a41b17578320273b5a59066,Interpretable EEG biomarkers for neurological disease models in mice using bag-of-waves classifiers.txt,74938,74991,"waves associated with wake/sleep cycles [56, 57] and", possibly be artifacts or be associated with slow ,observed in anesthetized mice [58].  It should be 
cc1777a55b3c9a7e4c4e5248a44ccd84ee5dedf6,Interpretable EEG biomarkers for neurological disease models in mice using bag-of-waves classifiers.txt,75879,75935,sifiers that predict the class based on majority strain,": For background strain classification, LOO clas- ", for a given sex have expected accuracy of 20% (9 
e5ec7f715d2dff261d4b01c0116106134856d0a5,Interpretable EEG biomarkers for neurological disease models in mice using bag-of-waves classifiers.txt,77264,77292,This indicates significant,variants can result in different disease profiles., 19  J. Neural Eng. 23 (2026) 036016  M Isabel Ca
f54d1b5df36870ac4c41667e5fc1828eb081b64f,Interpretable EEG biomarkers for neurological disease models in mice using bag-of-waves classifiers.txt,84436,84484,approach to predict the genotype from long-term,on  We described and validated a machine learning ,continuous EEG signals based on the occurrence rat
44a218ec8e5b954eb7799d5542462c9f6c7db5a8,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,1613,1705,"data, we discovered a modest but significant genetic overlap between epilepsy, short sleep,",y understood. Analyzing large-scale human genetic ,"and insomnia. By integrating multi-omics data, we "
030ff5de372d11c2c6b65f4b00833ff5927bbd20,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,2726,2802,"Using LDSC and GWAS-pw, we identified modest but statistically significant",molecular links between sleep traits and epilepsy.,(Bonferroni-corrected) global and local genetic co
a079d731736f0f6c297ff71881abfccdb05c70d4,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,3063,3149,"including SPAG7, VRK2, and LINC00925, which are functionally associated with neuroim-","ific pleiotropic loci and shared candidate genes, ",mune signaling. While preliminary Phenome-Wide Ass
7725fea901346c4b41e477e032dca8f15fa82749,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,5290,5379,"Therefore, deciphering the genetic overlap between epilepsy and strongly correlated phe-",networks rather than isolated molecular pathways. ,"notypic modifiers, such as sleep disturbances, may"
fe5e7b08aa90128e3fa0784863d479c51a298a7b,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,5836,5923,"wide significant loci and gene variants, highlighting both shared and subtype-specific",rge-scale studies have uncovered multiple genome- ,"genetic architectures [9,12,13]. However, focusing"
f5555d28653e398f9ecc737f5c1002516295c3dc,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,6453,6544,"chronic sleep disruption is inextricably linked to various adverse health outcomes [14,15].","g physiological and neurological homeostasis, and ", Sleep quality is typically evaluated using core c
06e955029dfb63a9f442b1d4d649d9192c93d0ab,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,7153,7243,"wide significant loci regulating both short and long sleep duration, as well as insomnia,",ses have successfully identified numerous genome- ,providing a robust foundation for cross-trait gene
a2e185c517ca394dfbffdb8b19bcf81195a76b7f,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,8196,8280,"significant associations and others suggesting partial causal relationships [26,27].","ave yielded mixed results, with some reporting no "," Conse- quently, the precise genetic and molecular"
ac3334fd1a3885edf6c5cacbcfec0da89d1927c2,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,10211,10256,"8 independent significant loci, respectively.",s controls [21]. These analyses identified 27 and , Summary-level data are publicly accessible via th
713eea7f092bd777144c12da7beb9da3239c76f6,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,11927,11958,"In this study, 14 significant",d the first ten genetic principal components [22].,"risk loci were identified [22], and relevant GWAS "
0cd1b899041c0642cc4179e6f0cab41a67615a0b,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,15059,15100,were deemed significant only when p < (0.,"ns between sleep duration, insomnia, and epilepsy ","05/3 = 0.0167), properly accounting for the three "
c7098bae9ad9ef76a13a06adf18fcf508d05427b,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,19015,19105,significant genetic heterogeneity and directionally discordant allelic effects are highly,"gical architectures of sleep traits and epilepsy, ",anticipated. The Shet statistic is mathematically 
c45d22f7f8491daf7bab6138b1071e208f1909dd,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,20258,20320,single trait are considered significant pleiotropic loci [38]., meta-analysis and a p value less than 0.05 for a , In order to further obtain the function annotatio
7927d28b22e420de476e34f3bd4709729cc6e81e,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,20352,20442,"function annotation of significant pleiotropic loci, the Ensembl Variant Effect Predictor",otropic loci [38]. In order to further obtain the ,(VEP) tool (asia.ensembl.org)and the 3DSNP databas
66fe1a08e3286bd9babc2612d2e2e7eebefbd9ba,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,22131,22214,Shared genes were defined as those exhibiting significant expression associations,ion within their respective tissues were retained.,with both sleep traits and epilepsy in at least on
da1550f3ebe167c23f606d06b9c328672929bd74,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,23233,23332,disease landscape linked to each drug-target gene to flag potential on- or off -target liabilities,"built on UK Biobank exome and phenotype data, the ",of the corresponding compounds was screened [44]. 
f15ebc0503fa568ae2d6bb452902544b5a50d142,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,23417,23504,threshold (Bonferroni-corrected p < 0.05/total number of traits tested) was applied to,screened [44]. A strict phenome-wide significance ,determine potentially significant adverse associat
c741fe2f10017b405f62cbec4692fd9a84fc82f7,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,23504,23559,determine potentially significant adverse associations.,.05/total number of traits tested) was applied to ," Importantly, while we screened for off-target eff"
ec201e117cbcd1afc20d88c6e017a02dbd942910,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,23984,24075,"they are robustly associated with the exposure, independent of confounders, and affect the", Valid instruments must satisfy three conditions: ,outcome only through the exposure [45]. A bidirect
31ffe4bd44a12c58c3d6f89362ca348a3913dba9,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,24350,24436,(1) SNPs are strongly associated with the exposure (p < 5 × 10−8) from GWAS; (2) keep, selected as IVs based on the following criteria: ,the independent SNPs with an LD r2 < 0.001 (window
a261c91421a06ec5979e680940736f4141023b3e,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,25075,25164,"tify heterogeneity among the selected SNPs; in instances of significant heterogeneity, a",performed. Cochran’s Q test was utilized to quan- ,random-effects IVW model was employed. Furthermore
01cda2643117aa8e359077dad1e38c68a64fc363,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,26539,26622,Global genetic correlation analysis consistently revealed a modest but significant,"a broad, highly distributed polygenic liability.  ",positive correlation between short sleep duration 
faf89de7b99055396e56fe4f50825e269d4d845b,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,26985,27064,"Conversely, no significant associations were observed for long sleep duration",hared global genetic basis between the two traits.,"under either model. For insomnia, while the uncons"
eaa656408f12188275e1a6e364546a91812be435,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,27083,27150,"For insomnia, while the unconstrained model showed no significant",served for long sleep duration under either model.,"association, constrained LDSC identified a signifi"
62eb1256569f06d536ae40ed4dd9ee40c415ea73,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,27150,27233,"association, constrained LDSC identified a significant genetic correlation (rg = 0.",ile the unconstrained model showed no significant ,"0654, 95% CI: [0.026, 0.105], p = 1.10 × 10−3).  I"
5943628c7ffe3110f7b7731c8f4ae0a73f902b5d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,27282,27365,"In summary, there was a significant global genetic correlation between short sleep",".0654, 95% CI: [0.026, 0.105], p = 1.10 × 10−3).  ","duration and epilepsy, regardless of LDSC intercep"
2dfae3949ff45295d8dd94ace830f76e4e4d3e2a,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,28063,28150,"frequently associated with heightened systemic arousal and network excitability, which",distinct underlying architectures. Short sleep is ,"may contribute to seizure generation. In contrast,"
8af1fc92e10bd3b39123450eac04178c730b6c58,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,29062,29145,(H) Sankey diagram summarizing significant partitioned genetic correlations among,"D,F) and constrained (C,E,G) LDSC, re- spectively.","short sleep duration, insomnia, and epilepsy. Unco"
9e0d35e2bd62053fabdee574123f2a040183874e,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,29291,29335,Significance thresholds: ns = p > 0.05/14;,pt; Constrained = LDSC with constrained intercept.,* = p < 0.05/14; ** = p < 0.01/14; *** = p < 0.001
a7a3d4136f68732f370f41e5f711866c6221d07f,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,29335,29363,* = p < 0.05/14; ** = p < 0.,rcept. Significance thresholds: ns = p > 0.05/14; ,01/14; *** = p < 0.001/14; **** = p < 0.0001/14. I
4a9629b8bb29694aab6ba90365b344546f06397d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,29345,29382,05/14; ** = p < 0.01/14; *** = p < 0.,nificance thresholds: ns = p > 0.05/14; * = p < 0.,"001/14; **** = p < 0.0001/14. In panels (B–G), dis"
4833282e14d7a920908630ad44089a54cea0f1a7,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,29363,29403,01/14; *** = p < 0.001/14; **** = p < 0.,ds: ns = p > 0.05/14; * = p < 0.05/14; ** = p < 0.,"0001/14. In panels (B–G), distinct colors are used"
828c30462d0dd0fc5bac15ee68ec285c85764693,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,29382,29411,001/14; **** = p < 0.0001/14.,4; * = p < 0.05/14; ** = p < 0.01/14; *** = p < 0.," In panels (B–G), distinct colors are used to visu"
30b08bd2438af361cc065ec4639455e52aeb9075,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,29542,29643,"denote significant partitioned genetic correlations, linking specific functional categories to their","ional categories. In panel (H), the colored bands ",corresponding sleep–epilepsy trait pairs. Abbrevia
6d9ab0828900dd945510008673b03fb3c456559b,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,30110,30176,strictly defined by a Bonferroni-adjusted threshold (p < 0.05/14).,"titioning LDSC were calculated, with significance ", The explicitly adjusted p-values are detailed in 
35df0095b09d1b20e0d520922116402f8a48777d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,30255,30336,The correlations between short sleep duration and epilepsy exhibited significant,lues are detailed in Supplementary Tables S3–S5.  ,associations in coding and transcribed regions usi
a554b6f013c92d8dbba83756d0241294d67687fb,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,30444,30507,"With constrained LDSC, significant correlations were observed","strained LDSC (Figure 2B, Supplementary Table S3).","in coding, conserved, DGF, DHS, fetal DHS, H3K27ac"
5c19ccd51fdfcee134685db4dac7f932c0046da5,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,31187,31273,There were no significant correlations found for the long sleep duration and epilepsy,govern sleep-wake cycles and seizure thresholds.  ,using either unconstrained or constrained LDSC (Fi
48430aed1902134b9e2a46bcba02ee2676062bd5,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,31363,31453,"garding insomnia and epilepsy, unconstrained LDSC did not reveal significant correlations","d LDSC (Figure 2D,E, Supplementary Table S4). Re- ","(Figure 2F, Supplementary Table S5), but constrain"
0361748fe2f22b4c295691de0bbed9dd4eb0af1e,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,31453,31543,"(Figure 2F, Supplementary Table S5), but constrained LDSC identified significant correla-",ined LDSC did not reveal significant correlations ,"tions in conserved, DGF, DHS, fetal DHS, H3K4me1, "
acb04be9768c3ce12f8ee5f80e09bc631c4cb478,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,31807,31892,"These findings are also summarized in Figure 2H, highlighting the significant parti-",is evolutionarily preserved across species [49].  , tioned genetic correlations between short sleep d
0ea26f5515ed816696b32f024c535955ac18578f,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,32008,32097,"Given the significant genetic correlations observed at the global and functional levels,","a, and epilepsy.  3.3. Local Genetic Correlation  ",specific genomic regions that contributed to local
6953ac9a9e405eb834308674bdcd91f319b42504,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,33276,33348,ten genomic regions exhibited significant shared associations (PPA3 > 0.,"n the long sleep duration and epilepsy, more than ","5), including chr2:113,929,896–116,771,011, chr17:"
963e6276b70824224f6eb5c231deb96db003323d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,33715,33752,No significant shared loci (PPA3 > 0.,"eral others (Figure 3B, Supplementary Table S7).  ",5) were detected between insomnia and epilepsy (Fi
3ee03cb5eee0ddbd003dab0a48376ba096d15be7,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,34215,34301,"dent pleiotropic loci associated with short sleep duration and epilepsy (Figure 4A,B,","ingle-trait < 0.05). After pruning, nine indepen- ","Supplementary Table S9), six loci for long sleep d"
5676a7eebb3c71aeb675c71afd5b3e4a44dee589,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,34778,34808,linked to sleep duration [50].,"SOC = 9.12 × 10−21) was near LOC101927400, a gene "," The second locus (rs2717076, PCPASSOC = 3.94 × 10"
e4f18b93ec12dda3e58599df16d6a5c54b8ff698,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,35244,35312,"The mutation of this gene is associated with various ciliopathies,",the retrograde axoneme transport process of cilia.,"renal tubular atrophy syndrome, and restrictive th"
045b4230364dd1de3ca925816771800734dff1e6,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,37248,37346,"surpass the genome-wide significance threshold, while blue points denote non-significant variants.",". In the QQ plots, red points highlight SNPs that ", chr: chromosome.  https://doi.org/10.3390/biology
20ce85e749617a9583fd6111b78315abb2b19f0d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,37882,37939,"3, an lncRNA, is associated with cancer development [61].", Golgi apparatus structure [60] while RP11-867G23.," Two additional pleiotropic loci, including rs5727"
894642614ed0b652645f13e85bed4e8df81010fe,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,38047,38138,"coding RNA associated with cellular stress pathways and ferroptosis [62], which may influ-","PASSOC = 1.33 × 10−8, near LINC00925, a long non- ",ence neuronal survival during epileptic seizures) 
6309a86b6b0b8b2e89ff4fa9635d021d06596963,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,38429,38502,"associated with two trait pairs, while other regions were trait-specific.","). Notably, regions 2p16.1, 2q13, and 2q24.3 were ",  3.5. Pathway Enrichment Results  Using annotated
db9e7611d8c9872bd412ee09d46204e05b07e889,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,38624,38717,"significantly enriched pathways were identified, further contextualizing the genetic overlap."," loci for short sleep duration and epilepsy, five ", These included cardiac muscle cell action potenti
aa1d617db0ee927df482cb63cbe23e7dc6ab6a37,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,38985,39071,"pair, we found six enriched pathways, including circadian rhythm, behavior, organelle",As for the long sleep duration and epilepsy trait ,"biogenesis and maintenance, Golgi vesicle transpor"
1b6f9c6b8ad3392b6e253cdfe55b0dff6a39787e,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,39214,39252,There was one significantly enriched,"ionalization (Figure 5B, Supplementary Table S13).","pathway for insomnia and epilepsy, including R-HSA"
ca56c18ff207a9424c6f895a7a986116069e5e63,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,40355,40440,"For short sleep duration and epilepsy, the corresponding genes associated with short",n the sleep  behaviors and epilepsy trait pairs.  ,sleep duration and epilepsy were identified (FDR-c
9fa2862919e40ac9d708ca18dd1e4d734ce7c59a,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,40440,40523,"sleep duration and epilepsy were identified (FDR-corrected p < 0.05), respectively.","sy, the corresponding genes associated with short "," After merging the above genes, the two pleiotropi"
fd283a2d51eb380ad75ce6e5f6c3bec6e61ee19d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,40630,40706,"SPAG7 was significantly identified across the cerebellar hemisphere, cere-", (SPAG7 and VRK2) were identified in brain tissue.,"bellum, frontal cortex BA9, and hippocampus. Funct"
b457286f9115e84482828ac0d7bc268835f451de,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,42849,42938,"data from the UK Biobank, the target genes (SPAG7 and VRK2) were not significantly asso-",eWAS portal and based on sequencing and phenotype ,"ciated with infectious, neoplasms, blood/immune, e"
a2f0aa2958039e8ee15f44c8a1cf3f6c0f023bde,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,43888,43980,"duration and epilepsy, 15 independent genetic variants associated with short sleep duration",otential causality. When referring to short sleep ,were used as IVs with F-statistics > 10. According
6a675da18e28cc0cd257fbf42aee01a62686ca04,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,44075,44121,causally associated with epilepsy (Figure 6A).,"rding to the IVW, the short sleep duration is not "," However, epilepsy can increase the risk of short "
5816a85b6f811fc0b6f757c106f5a11f1c4dea3a,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,44295,44342,1 × 10−5) indicated epilepsy was significantly,"he weighted median results (BETA = 0.00054, p = 1.",associated with short sleep duration (Figure 6B). 
c72b45dd26dda2bff859952a6ea737d2133bc9aa,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,44342,44391,associated with short sleep duration (Figure 6B)., 1.1 × 10−5) indicated epilepsy was significantly ," While statistically robust, it is crucial to clar"
5a9ce617ffb26a7c6724db4d47c434c1da02c246,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,44724,44765,associated with epilepsy (IVW: BETA = 30.,"and epilepsy, long sleep duration is not causally ","327, p = 0.868) (Figure 6C), and vice versa (IVW: "
80e16336dc66e8e778c55c96f26b937b16aaf59d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,44765,44815,"327, p = 0.868) (Figure 6C), and vice versa (IVW:",causally associated with epilepsy (IVW: BETA = 30.,"BETA = −0.0002, p = 0.098) (Figure 6D).  https://d"
09a9a7dcb48c2013c0babfe5f62ddcfc23cacac0,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,44825,44854,"0002, p = 0.098) (Figure 6D).",".868) (Figure 6C), and vice versa (IVW: BETA = −0.",  https://doi.org/10.3390/biology15110892  Biolog
08cc9fddf36a9bdd7cb06f0a52dc6d93c571581b,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,45087,45130,Significant causal liability was uniquely,"C,D) long sleep, and (E,F) insomnia with epilepsy.","observed from epilepsy to short sleep duration, su"
0d1e7974b39d04f5cce597bba04f45813cce03ac,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,45231,45261,significant MR results (p < 0.,gesting a unidirectional polygenic influence. The ,05) are indicated in red.  In addition to short an
0335bf107b3da83e414981a9b02656994c7398c3,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,45231,45286,significant MR results (p < 0.05) are indicated in red.,gesting a unidirectional polygenic influence. The ,"  In addition to short and long sleep durations, t"
74c850b920184f420aa7be55e2d588e23292505a,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,45694,45723,"838, p = 0.762) (Figure 6E),", not increase the risk of epilepsy (IVW: BETA = 2.,"and vice versa (IVW: BETA = 0.0009, p = 0.087) (Fi"
1c551199adffcdc87e7bf8d1d112e2f34175c35d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,45753,45782,"0009, p = 0.087) (Figure 6F).","0.762) (Figure 6E), and vice versa (IVW: BETA = 0.",  Sensitivity analyses were conducted to verify th
9dd1c88433926b59ee077d73999d64fb144138ac,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,45954,46051,"across all bidirectional analyses (all p > 0.05), suggesting the causal estimates are not biased",sts indicated an absence of horizontal pleiotropy ,"by alternative pathways. Additionally, Cochran’s Q"
d7a2af031a251f13cb6bbdeca8aa4ff3a4419b0b,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,46075,46140,"Additionally, Cochran’s Q tests generally showed no significant", estimates are not biased by alternative pathways.,heterogeneity among the instrumental variables. Fo
99de5b60afd2333dbcc0b2f69f4f2251fe7f25c1,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,46228,46296,tion where significant heterogeneity was present (Cochran’s Q p < 0.,ariables. For analyses involving long sleep dura- ,"05), a random-effects IVW model was applied to acc"
901d28dee6711549332686111645e6d3cd39374d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,46228,46318,"tion where significant heterogeneity was present (Cochran’s Q p < 0.05), a random-effects",ariables. For analyses involving long sleep dura- ,IVW model was applied to accommodate the variance 
bb8f88d746580fb53401fd3320e222d842acef23,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,46418,46503,"In summary, epilepsy was causally associated with short sleep duration, but not vice",and maintain the stability of the null findings.  ,"versa. Moreover, long sleep duration and insomnia "
f2c96634393afbaa99e99fcdaa10a30a446cd3c2,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,46509,46591,"Moreover, long sleep duration and insomnia were not associated with the develop-","ted with short sleep duration, but not vice versa.",ment of epilepsy. This interpretive gap highlights
83e51443e34035581c6425c695be009a50c137cf,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,49063,49154,"statistical power without sample overlap [28], further identified significant correlations"," LDSC with constrained intercepts, which improves ","between short sleep duration, insomnia, and epilep"
dd6fa5938eedd2f8c5537641dd6f57c528b11625,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,49329,49394,analyses revealed significant correlations in several categories.,enetic correlations within these categories. Both ," Additionally, we examined genetic correlations ac"
58e3eaae2d2c178dc6bace19b1c1cb5ae5868423,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,49511,49567,"GWAS-pw, identifying significant correlations (PPA3 > 0.", disequilibrium-independent genomic regions using ,5) for long sleep duration and  https://doi.org/10
eb6cf6530d77eed19effd629fa7fe70b7b61d1f8,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,49703,49764,"Collectively, these findings provide modest but significant",", 15, 892  19 of 25  epilepsy in multiple regions.",evidence that sleep duration and insomnia share su
c5e34ec61b2fed6b1f3c07293ed10eea3927833d,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,50025,50120,"cross-trait meta-analysis to identify pleiotropic loci associated with these trait pairs, fol-"," relationship further, we conducted a genome-wide ",lowed by functional annotation. This identified ni
5f6da47a2aa34e6926e848908643ee53cbaca618,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,54800,54885,"context, LINC00925, a long non-coding RNA (lncRNA), has been linked to cardiomyocyte",therapeutic biomarkers for epilepsy [67]. In this ,"ferroptosis [62], emerging as a potential genetic "
0e96eb320aa856b4a283299534b124e79283b486,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,56011,56101,linked to epileptogenesis and represent critical targets for neurorepair and regenerative,neurogenesis in the hippocampus are fundamentally ,medicine [71]. Our findings suggest that the share
1a3453637c83e98e30c1cdc2a970bed1a2e9a947,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,56614,56668,"Crucially, the statistically significant MR findings",zes are characteristic of highly polygenic traits.,support a potential causal effect of genetic liabi
4838a2fb2f2eb9175361f34b2359f57f517c3e89,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,57312,57388,"In contrast, long sleep duration is more commonly associated with systemic",ap with mechanisms involved in seizure generation.,"inflammation, metabolic dysregulation, and psychia"
eee7ceb5c85fa21fac185a599e794c1bd5b99bf6,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,58444,58540,The lack of significant local correlations may reflect distinct causal variants within the same,03 genomic regions using only the GWAS-pw method. ,"loci, highlighting the need for validation with ad"
54a8f927af031622e0b02087ec5418a9e0b3950a,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,60076,60162,"meta-analysis and TWAS frameworks, we identified significant genetic correlations and",p traits and epilepsy. By integrating cross-trait ,"specific shared loci. Notably, SPAG7 and VRK2 emer"
9f0aebe15ba1e990d7102456b1367e9f331525b2,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,62301,62399,Independent pleiotropic genomic loci associated with the risk of long sleep duration and epilepsy,"SOC < 5 × 10−8, Psingle-trait < 0.05); Table S10: ","(PCPASSOC < 5 × 10−8, Psingle-trait < 0.05); Table"
c763247abdd0cfeea037d06706e2eb9aebd958f7,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,62985,63076,by Metascape; Table S15: TWAS revealed the significant shared genes between sleep behavior, on annotated genes between insomnia and epilepsy ,and epilepsy traits; Table S16: Candidate therapeu
e3f50a87be95637ac4c4361889564aa7e1ff95b1,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,71731,71830,Genome-wide meta-analysis of insomnia prioritizes genes associated with metabolic and psychiatric," Gelernter, J.; Levey, D.F.; Polimanti, R.; et al.","pathways. Nat. Genet. 2022, 54, 1125–1132. [CrossR"
e6131d699f5ea841a86e18eabdcac89e755f8f48,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,78611,78713,Novel loci associated with usual sleep duration: The CHARGE Consortium Genome-Wide Association Study.,"; Warby, S.C.; Bandinelli, S.; Cherkas, L.; et al."," Mol. Psychiatry 2015, 20, 1232–1239. [CrossRef] ["
